handle,status,ts
DLF_Moore,followed,09:31
MattLaMarca,followed,09:45
doppelsykes,followed,10:01
DynastyKaz,followed,10:05
DynastyGuruNFL,followed,10:42
Kirkdiese,followed,10:48
MoonshotsMLB,followed,10:58
PhilFBG,followed,11:02
ManiaPick,followed,11:07
RaiderBarry1,followed,12:38
RowanTAFM,followed,12:39
sampsonsimmons,followed,12:40
Cory_Bonini,followed,12:41
sicknstoned,skipped_offtopic,12:41
BigfootBrawlers,followed,12:42
reasonlocker,followed,12:43
elmantis,followed,12:44
appleprops,followed,12:45
FrontYardFYF,followed,12:46
NicBodifordNFL,followed,12:47
MikeBbent,followed,12:48
PengsPicks,followed,12:49
GetReal_Pod,followed,12:50
cgbeck5,followed,12:51
FFA_Marc,followed,14:09:30
JLUDEOBV,followed,14:10:30
hanrowland,followed,14:11:00
Sharks_SanDiego,followed,14:11:45
FYFSimon,followed,14:12:30
skywalka2000,followed,14:13:15
digitalb21,followed,14:14:00
fantasyverdictv,followed,14:14:45
FFChrisB,followed_back_organic_follower,14:15:30
regs_84,followed,14:16:15
KennyDavidsen,followed,14:17:00
mikeus,followed,14:17:45
FFUnlimited,followed_back_organic_follower,14:18:30
benyamen,followed,14:19:15
ProsWithJoes,followed,14:20:00
WraniumBets,followed,15:08:30
Gator_Jay_,followed,15:09:45
UDONTWINONDDAY,followed,15:10:30
BigBearDFS,skipped_no_follow_button,15:12:30
theffprophet,followed,15:13:15
FantasyFrontman,followed,15:14:00
JackLucenay,followed,15:14:45
MarkWemken,followed,15:15:30
SloanPiva,followed,15:16:15
that_glg20,followed,15:17:00
ffdustydog,followed,15:17:45
xandamere,followed,15:18:30
FantasySpecial,followed,15:19:15
FFGeneral_,followed_back_organic_follower,15:20:00
RotoJake,followed,15:20:45
kickerpointsFF,followed,15:21:30
ff_rebel,followed,11:22:00
BestFantasyFL,followed,11:24:00
ff_pancake,followed,11:25:00
gradient_god,followed,11:26:30
A_Rich_VERIFIED,followed,11:30:00
FantasyNsession,followed,12:08:30
FF_Padawan,followed,12:10:00
FantasyFFData,skipped_follow_rejected_5x,12:10:30
BryceTJohnson5,followed,12:12:00
DFS_Marlin,followed,12:13:00
SportsUntrained,followed,12:14:00
cb35x,followed,12:15:00
RoundTSportsPod,followed,12:16:00
stacy_perez83,followed,12:17:00
PatsPicksAI,followed,12:18:00
SkipSandersonn,followed,12:19:00
RyanTheRyBred,followed,12:20:00
BooBoojojo,followed,12:21:00
RedraftHero,followed,12:22:00
StashFootball,followed,12:23:00
CableBoxScore,followed,12:24:00
littleglenlake,followed,08:08:00
vukich,followed,08:10:00
jerelffdynasty1,skipped_follow_rejected_4x,08:10:30
TheFFOracle,followed,08:12:00
Just_Ike09,followed,09:08:00
scrumpyjaxx,followed,09:10:00
kawhisenbergDFS,followed,09:11:30
Aliquickk,followed,09:13:00
stlewisoil,followed,09:14:30
sthrnSTARshines,followed,09:16:00
phrappie,followed,09:17:30
snap_fantasy,followed,09:19:00
kingkappital,followed,09:20:30
TexasTrojanFF,followed,09:22:00
PatLaroco,followed,09:23:30
Walk_FF,followed,09:25:00
bobbyburger41,followed,09:26:30
TreyStation360,followed,09:28:00
GamesH2H,followed,09:29:30
FeilNarley,followed,09:31:00
JoeyRivaldo20,followed,09:33:00
TheRickRosen,skipped_offtopic_politics,10:08:00
carljunior,skipped_offtopic_no_fantasy,10:08:00
TFWhisperers,followed,10:09:30
DricoOut,followed,10:11:00
nsportsguru,followed,10:12:30
InkBets,followed,10:14:00
Commish13,followed,10:15:30
SanSeahawk,followed,10:17:00
802Fantasy,followed,10:18:30
JWeigal,followed,10:20:00
Austin_FFL,followed,10:21:30
FF_Tycoon,followed,10:23:00
AdamRva,followed,10:24:30
SWEEPYAsold1erz,followed,10:26:00
DanFabrizio,followed,10:27:30
cplant_,followed,10:29:00
RedRum26,followed,10:30:30
Krisbelle11,followed,10:32:00
agrieke,followed,11:08:30
pprranks,followed,11:10:00
Tnitz718,followed,11:11:30
dfs_expert1,followed,11:13:00
rickfflair,followed,11:14:30
Alexdgold,followed,11:16:00
DynoDayTraders,followed,11:17:30
ZachGarbarino,followed,11:19:00
HustlersFF,followed_back_organic_follower,11:20:30
bestballexplore,followed,11:22:00
LABastards,followed,11:23:30
SupaDupaFlex,followed,11:25:00
piker8,followed,11:26:30
MikeSandman62,followed,11:28:00
InEthWeTrust10,followed,11:30:00
JoeTC_Dynasty,followed,11:32:00
LionLenny,followed,11:33:30
joeyt5656,followed_back_organic_follower,11:35:00
USASolicitor,skipped_offtopic_politics,12:08:00
jacenmiller,followed,12:09:30
TheArmchairFF,followed,12:11:00
Miller88Jeremy,followed,12:12:30
fantasygenes,followed,12:14:00
LOWSF,skipped_inactive_since_2023,12:15:30
TalktotheBrain,followed,12:17:00
BXITETV,followed,12:18:30
ryanmeuse,followed,12:20:00
FFChipSeeker_3,followed,12:21:30
brianm731,followed,12:23:00
swoleberger,followed,12:24:30
DynastyEinstein,followed,12:26:00
VinceMapstone,followed,12:27:30
DynastyQandA,followed,12:29:00
BreezusD,followed_back_organic_follower,12:30:30
Eddie30815643,followed,12:32:00
irblack,followed_back_organic_follower,12:38:30
Burt_FF_macklin,followed_pending_private,12:40:00
Coach_Mullinax,followed,12:41:30
kevincassata,followed,12:43:00
FF_Squirrel,followed_back_organic_follower,12:44:30
TheRealMrBoutte,followed,12:46:00
bradenhanzelka,followed,12:47:30
ColtsCardCorner,followed,12:49:00
engineerchange,followed,12:50:30
gmenMUT24,followed,13:05:00
nathangn,followed,13:06:30
mikebernhardt28,followed,13:08:00
theJoelWirth,followed,13:09:30
Truck1223,followed,13:11:00
FFPadawan,followed,13:12:30
LykenessMonster,followed,13:14:00
_MazFF,followed,13:15:30
KielMessi,followed,13:17:00
Sheppy7_11,skipped_offtopic_politics,13:38:00
MikeWritesBH,skipped_offtopic_reporter,13:38:00
PickOnTheBlock,followed,13:39:30
The_PizzaTurtle,followed_back_organic_follower,13:41:00
Berkley27,followed,13:42:30
michaelsklos,followed,13:44:00
TrevorS_FF,followed,13:45:30
slim4MVP,followed,13:47:00
SuperpowerFFL,followed_back_organic_follower,13:48:30
jasonhbrow,followed,13:50:00
cyndiqberg,followed,13:51:30
FFMOz,followed,13:53:00
jonymaine37185,followed,13:54:30
FantasyEdgePod,followed,13:56:00
BallsNTheGutter,followed,13:57:30
WashUpFootball,followed_back_organic_follower,13:59:00
FlatulentFF,followed,14:00:30
rickpiedade,followed,14:02:00
iplsports11,skipped_offtopic_cricket,14:38:00
FFTheBeard,followed,14:39:30
RKGator,followed,14:41:00
jakehoch313,followed,14:42:30
Red_Zone_Wizard,followed,14:44:00
RealRealityFF,followed,14:45:30
Tim0Supremo,followed,14:47:00
_danmarcus,skipped_offtopic_baseball_inactive,14:49:00
FantasyFlyover,followed,14:50:30
mrgadgetfloor,followed,14:52:00
jjbishopatx,followed,14:53:30
ElGreco21,followed,08:09:00
mdiaz21,skipped_offtopic_basketball,08:10:00
hargybbear,skipped_offtopic_basketball,08:10:00
PlatinumBarodia,followed,08:11:30
FFpolltsunami,followed,08:13:00
basebollie,followed,08:14:30
StephenKrupka,followed,08:16:00
seanbanister1,followed,08:17:30
GAAP_FF,followed,08:19:00
Zelous_,followed,08:20:30
lexmiragliaaa,followed,08:22:00
BNunezJr,followed,08:23:30
FFSportsman,followed,08:25:00
FF_Poita,followed,08:26:30
AuctionAndrewFF,followed,08:28:00
marshallgershon,followed,08:29:30
USCRichie,followed,08:31:00
EvansEric10,followed,09:38:30
BoSoxRox13,followed,09:40:00
PFDSports,followed,09:41:30
Gonzalja813,followed,09:43:00
Snaley3,followed,09:44:30
brad21126,followed,09:46:00
FutureStateDFS,followed,09:47:30
OPJoee,followed,09:49:00
NicRome_,followed,09:50:30
macke_mitch,followed,09:52:00
beemer_cleaner,followed,09:53:30
bcchuck22,followed,09:55:00
jtstaples,followed,09:56:30
PaulMarnie,followed,09:58:00
JohnPsilas,followed,09:59:30
Dwood1977,followed,10:01:00
I_Am_MattSwing,followed,10:02:30
Total90Bets,skipped_offtopic_soccer,10:38:00
SirCharles314,followed,10:39:30
sharpsportsplug,followed_back_organic_follower,10:41:00
empirome,followed,10:42:30
tjkmetz10,followed,10:44:00
JayJay81022717,followed,10:45:30
LoriDann34,followed,10:47:00
gary_wax,followed,10:48:30
BSaas25,followed,10:50:00
SirPotato_TV,followed,10:51:30
WithTheeCurls,followed,10:53:00
olafnorway99,followed,10:54:30
FootballLeben,followed,10:56:00
clemke007_FF,followed,10:57:30
DMiner4077,followed,10:59:00
GTB_IV,followed,11:00:30
CCaldwell45,followed,11:02:00
LarrySchechter2,followed,11:39:00
NotBigLon,followed,11:40:30
TeeCasey11,followed,11:42:00
letsgetswifty1,followed,11:43:30
jbeesee1,followed,11:45:00
eFantasyShowman,followed,11:46:30
lennyhadley,followed,11:48:00
jcrocket24,followed,11:49:30
CaptainJSG,followed,11:51:00
JLesFF,followed,11:52:30
s0nicattack,skipped_offtopic_politics_inactive,11:54:00
kaaikk,followed,17:31:30
illegalproced,followed,17:33:00
yougotime31,followed,17:34:30
ChrisRossi701,followed,17:36:00
fantasybeef,followed,17:37:30
FF_Wiseguy,followed,17:39:00
DurmFf,followed,17:40:30
ztoady,followed,17:42:00
daniel3childs,followed,17:43:30
mtoguchi12,follow_requested_private,17:45:00
Isx3TX,followed,17:46:30
doshjaniels,follow_requested_private,17:48:00
Cabay24,followed,17:49:30
bigsquishyboi,followed,17:51:00
spencejb2,followed,17:52:30
ShaneParlayFF,followed_mutual_already_followed_us,17:56:00
_WestoniaN_,followed,18:08:00
UndeadBranden,followed,18:09:30
MikeFonte85,followed,18:11:00
NotGreatTom,followed,18:12:30
AwesemYo,followed,18:14:00
thefakesharp,followed,18:15:30
Sunday_Dreamers,followed_mutual_already_followed_us,18:17:00
negus_kris,followed,18:18:30
Kronziroto,followed,18:20:00
KA_Bank,followed,18:21:30
jimboginjames,followed,18:23:00
fantasybrsports,followed,18:24:30
polianreport,followed,18:26:00
shanesimpson201,followed,18:28:00
FantasyUnleashd,followed,18:29:30
SacUp79,followed,18:38:30
JGregg_314,followed,18:40:00
CorrodedWhenWet,followed,18:41:30
MichaelOHaraFF,followed,18:43:00
BigBisciotti,followed,18:44:30
shaan__c,followed,18:46:00
Luke_UKFS,followed,18:47:30
DannyMueller1,followed,18:49:00
2345Jonte,followed,18:50:30
DCgrimsellers,followed,18:52:00
RoryNomoto,follow_requested_private,18:53:30
unclejeffe,followed,18:55:00
radiocats,followed,18:56:30
DGrunsgood,followed,18:58:00
Rstewz,followed,18:59:30
MarltonMike,followed,08:11:00
theFellowJGM,followed,08:12:30
_NFLStyle,followed,08:14:00
jigz04,followed,08:15:30
smickyyy,followed,08:17:00
BigDogsGoWoof,followed,08:18:30
_Snickers69,followed,08:20:00
FantasyFBTime,followed_mutual_already_followed_us,08:21:30
dagismaxDFS,followed,08:23:00
kksummers,followed,08:24:30
MRNFL9,followed,08:26:00
TexasChamps,followed,08:27:30
Ballerz88Troy,followed,08:29:00
KristopherPare,followed,08:30:30
PaulBlock1,followed,08:32:00
OTFantasyFBall,followed,09:39:00
SquareEdgeMike,followed,09:40:30
ourvegasfantasy,followed,09:42:00
4thAndStormy,followed,09:43:30
MysticMcGuinn,followed,09:45:00
uptickfantasy,followed,09:46:30
TaylorGang34,followed,09:48:00
DraftShack,followed,09:49:30
kempertrull,followed,09:51:00
TheShiva82,followed,09:52:30
SMcCormick_FF,followed,09:54:00
ChardMinusThe_r,followed,09:55:30
Benny_BestBall,followed,09:57:00
jiffyggg,followed,09:58:30
trainofk,followed_mutual_already_followed_us,10:00:00
BootzFantasy,followed,10:09:00
marvinlitzau,followed,10:10:30
AyeFLEX,followed,10:12:00
cubscouts97,followed,10:13:30
thepeoplesjay,followed,10:15:00
notrektwho,followed,10:16:30
Jason_Aguirre15,followed,10:18:00
wsfoot8,followed,10:19:30
MetsLfg,followed,10:21:00
AntGriffDFS,followed,10:22:30
JasonLindert,followed,10:24:00
Vaapadfantasy,followed,10:25:30
TCripe94,followed,10:27:00
NHenkewich,followed,10:28:30
sethhayden23,followed,10:30:00
mjmass2223,followed,11:40:00
MJS_23,followed,11:41:30
D_bro1389,followed,11:43:00
DanBright,followed,11:44:30
MikeIannoneDFS,followed,11:46:00
BrettGold4,followed,11:47:30
getleaguelegacy,followed,11:49:00
AboveAllRoto,followed,11:50:30
thehumnraindlay,followed,11:52:00
bropranolol,followed,11:53:30
DrewMJ_,followed,11:55:00
303BandWagon,followed,11:56:30
boltschief,followed,11:58:00
boxingedgar,followed,11:59:30
TheDoc5,followed,12:01:00
liz_keevil,followed,13:32:00
mvieceli4,followed,13:33:30
TheeSunnyC,followed,13:35:00
WaddlinWake,follow_requested_private,13:36:30
devinchase45,followed,13:38:00
Snorkelson2,followed,13:39:30
MattPretti,followed,13:41:00
halftofullback,followed,13:42:30
Joe_R_27,followed,13:44:00
Fantasy_Munster,followed,13:45:30
merchantDFS,followed,13:47:00
FuttBumblez,followed,13:48:30
Glaser796,followed,13:50:00
SpainWaka,followed,13:51:30
nateffb,followed,13:53:30
jfleischer28,followed,14:11:00
HydeTheHype,followed,14:12:30
masilva152,followed,14:14:00
norcalkief,followed,14:15:30
ChumpsPlump,followed,14:17:00
jerryglzh,followed,14:18:30
GrahamSRogers20,followed,14:20:00
willbarrow,followed,14:21:30
steveybreezy,followed,14:23:00
kibblznbits,follow_requested_private,14:24:30
SodoMojo21,followed,14:26:00
KingSpencerHo,followed,14:27:30
BrainyDeLuca,followed,14:29:00
j_man3,followed,14:30:30
HunterFaith99,followed,14:32:00
Nellys_World,followed,15:39:00
BigCountry58,followed,15:40:30
UncleZShar,follow_requested_private,15:42:00
irvgatti,followed,15:43:30
fanfootballcat,followed_prior_session,15:02:19
Sportsisfixed,followed,15:02:19
FF_Jim_Shady,followed,15:02:19
DailyLineUpShow,followed,15:02:19
slice157,followed,15:02:19
aarongoods,followed,15:02:19
4DoorsMoreScore,followed,15:02:19
bmcalpine12,followed,15:02:19
k_barry3,followed,15:02:19
BeauBoltzz24,followed,15:02:19
VC_Staff,followed,15:02:19
dynasty_brady,followed,15:02:19
PapaGlom,followed,15:02:19
markrom3,followed,15:02:19
Fantasy_Hits,followed,15:02:19
FFWorldSeries,skipped_web3_project,15:02:19
Cardpdt83,followed,15:02:19
DynastyWarRoom,followed,15:02:19
BrianMyers_,followed,15:19:49
gRankFantasy,followed,15:19:49
Russ2717,followed,15:19:49
AskFFBPolls,followed,15:19:49
_KJB8,followed,15:19:49
Michsportsjay,followed,15:19:49
jonwisnerIL,followed,15:19:49
Psx120,followed,15:19:49
bagadonuts12,followed,15:19:49
realkylemartone,followed,15:19:49
Alberto_Anez,followed,15:19:49
loganbrown0805,followed,15:19:49
TheFFScout_x,followed,15:19:49
Some_GuyFF,followed,15:19:49
JKsinsight,followed,15:19:49
bastudebaker,followed,15:19:49
TheRealLivePerl,followed,15:19:49
DanteSammarco,follow_requested_private,15:19:49
BoroFifth,followed,15:48:45
LaceSports,followed,15:48:45
c_sweng,followed,15:48:45
OGkerty,followed,15:48:45
KroPrspctv,followed,15:48:45
BenRykhus,followed,15:48:45
rudynelz3312,followed,15:48:45
adamgblevins,followed,15:48:45
ElChupa77,followed,15:48:45
pghpug,followed,15:48:45
DoubleX2Dave,followed,15:48:45
eafern,followed,15:48:45
Windy_24,followed,15:48:45
austin_chip,followed,15:48:45
OmarNotVizquel,followed,15:48:45
fantbasebeginnr,skipped_offtopic_baseball_only,15:48:45
WazNFT,skipped_nft_account,15:48:45
ChangeCollege,followed,16:19:09
mclark8185,followed,16:19:09
PPrice_is_right,followed,16:19:09
SockdoIager,followed,16:19:09
DynastyLiam,followed,16:19:09
DP20_FF,followed,16:19:09
JeremyWThiel,followed,16:19:09
stringdaddy,followed,16:19:09
corkfootball1,followed,16:19:09
fantasymeatball,followed,16:19:09
resistthetilt,followed,16:19:09
PAYDCapper,followed,16:19:09
justinl8688,followed,16:19:09
BMacNeil17,followed,16:19:09
DuragZor0,follow_requested_private,16:19:09
Guiza_14,skipped_offtopic_basketball_nft,16:19:09
UltraGM_NFL,skipped_product_account,16:19:09
rkulaski,followed,16:49:19
ACFantasySports,followed,16:49:19
GetGamescape,followed,16:49:19
kevinhallvids,followed,16:49:19
KCarmichael85,followed,16:49:19
JonOdell,followed,16:49:19
Redoubtable_JM,followed,16:49:19
DynastyFFHelper,followed,16:49:19
RMFFT,followed,16:49:19
murph1413,followed,16:49:19
MichaelGostlin,followed,16:49:19
BlakeHolman,followed,16:49:19
danjewett83,followed,16:49:19
Trev_Arnold,followed,16:49:19
b_sco,followed,16:49:19
kobesdimes1977,skipped_offtopic_basketball_nft,16:49:19
mitch_weinstein,followed,17:19:20
zaolds,followed,17:19:20
g_libertino,followed,17:19:20
metaffb,followed,17:19:20
fight4Earth,followed,17:19:20
LSP_31,followed,17:19:20
ConsultorFF,followed,17:19:20
PhillyWizWitout,followed,17:19:20
ChuckSilverDFS,followed,17:19:20
gpool200,followed,17:19:20
Obnoxious3170,followed,17:19:20
MichaelGille3,followed,17:19:20
stephencspeed,followed,17:19:20
FantasyRoadShow,followed,17:19:20
toasterbear7,followed,17:19:20
MikePlaysDFS,followed,17:19:20
fantasytaco420,followed,17:55:52
Frank_Wees,followed,17:55:52
InjuryHelp1,followed,17:55:52
seanriv93048929,followed,17:55:52
EzPz_B,followed,17:55:52
CoryRockFF,followed,17:55:52
BassmanFootball,followed,17:55:52
jimmyflutes,followed,17:55:52
Olson_nfl,followed,17:55:52
fka_mouse,followed,17:55:52
SpikeWeekTools,followed,17:55:52
KelliFF92,followed,17:55:52
ThompsonRyanM,followed,17:55:52
NFLPlayerPulse,followed,17:55:52
DynastyT23,followed,17:55:52
DCookFF,followed,17:55:52
JarrodNfl,followed,18:19:05
jackullman2,followed,18:19:05
ffhumanoid,followed,18:19:05
cody_steyaert,followed,18:19:05
MikesDrafts,followed,18:19:05
st_event99,followed,18:19:05
Bfulk_10,followed,18:19:05
ASantiago69,followed,18:19:05
DogDad50000,followed,18:19:05
mattloe1,followed,18:19:05
ewachs,followed,18:19:05
werdnanotron,followed,18:19:05
prestonr88,followed,18:19:05
jcarlsso_,follow_requested_private,18:19:05
HarisXir,skipped_offtopic_nft_nba,18:19:05
JG_inUX,skipped_competitor_employee,18:19:05
hurriKOEHN,followed,11:05:24
jayhay15,followed,11:05:24
Annihilator2032,followed,11:05:24
RealSteveDubya,followed,11:05:24
DamonSmithTX,followed,11:05:24
TheGoose5000,followed,11:05:24
FTSYSportsDave,followed,11:05:24
E_DUBBLE05,followed,11:05:24
FantasESports,followed,11:05:24
Irishceo1337,followed,11:05:24
bquerbes1,follow_requested_private,11:05:24
fWARhorse,followed,12:09:33
HELPFFOOTBALL,followed,12:09:33
VictorHeckman,followed,12:09:33
Ryan3Kennedy,followed,12:09:33
gmpadis,followed,12:09:33
DynastyBearings,followed,12:09:33
stephengaffney,followed,12:09:33
fantasydouche_,followed,12:09:33
oAstriix,followed,12:09:33
smaxwell713,follow_requested_private,12:09:33
GregAHackle,followed,15:28:26
CooksonBrandon,followed,15:28:26
DaddyDimes28,followed,15:28:26
JearyFootball,followed,15:28:26
JoeBagels,followed,15:28:26
TJbestball,followed,15:28:26
michnels00,followed,15:28:26
gagliope3,followed,15:28:26
NFLFantasyDad,followed,15:28:26
RustyBellsRJ,followed,15:28:26
hansdieshard,followed,15:28:26
whohay99,followed,15:28:26
burtybebad,skipped_betting_tout,15:28:26
DFS4NOW,skipped_offtopic_baseball_nba,15:28:26
Itz_JimsBeef,skipped_offtopic_baseball,15:28:26
Fantasy_NFL_App,skipped_competitor_app,15:28:26
RamiPutrus,followed,15:45:36
rickadoozle,followed,15:45:36
hoog_robert,followed,15:45:36
mattdcarmody,followed,15:45:36
smendenhall23,followed,15:45:36
mblanch13,followed,15:45:36
fantasy_turtle,followed,15:45:36
mozimek,followed,15:45:36
AmedRosario1,followed,15:45:36
CheckedOutCat,followed,15:45:36
pcwitty,followed,15:45:36
DynastyDude99,followed,15:45:36
mgjolley,followed,15:45:36
FFWaffles13,followed,15:45:36
IanMorgan2415,followed,15:45:36
DRAFT_Partners,skipped_competitor_company,15:45:36
CNBBCL,followed,15:50:27
DFSportsFanatic,followed,15:50:27
JayLaBoskyTRM,followed,15:50:27
Gunneross,followed,15:50:27
grayhawk_,followed,15:50:27
CerberusFS2023,followed,16:19:35
HaiKaskins,followed,16:19:35
ZachZdanowski,followed,16:19:35
ffJUGGERNAUT,followed,16:19:35
Moosehype,followed,16:19:35
SheepleMeeple,followed,16:19:35
_FantasyMadness,followed,16:19:35
Tonecold1,followed,16:19:35
robhill5,followed,16:19:35
Teddy83758563,followed,16:19:35
mikevrabel69,followed,16:19:35
KuypsA,followed,16:19:35
BryantGJones,skipped_offtopic_golf_poker,16:19:35
NBAFguru,skipped_offtopic_nba,16:19:35
BigBubbaBeast,followed,16:50:57
FalconNdaMiddle,followed,16:50:57
bcedynasty,followed,16:50:57
kdfs16,followed,16:50:57
IronHopsFF,followed,16:50:57
ZeroRBScumbag,followed,16:50:57
davepetrie85,followed,16:50:57
DakodaMcDonell,followed,16:50:57
ryne_troy,followed,16:50:57
erikrug1,followed,16:50:57
StickyVoodoo,followed,16:50:57
process_guy_,followed,16:50:57
NFLbroFntsyGuyy,followed,16:50:57
dwhiteness10,followed,16:50:57
ParkerSoSerious,followed,16:50:57
CoalitionFS,skipped_industry_org,16:50:57
DefBruceWayne,followed,17:20:24
Mikey_Stapes,followed,17:20:24
DoctorTMac,followed,17:20:24
draftwit,followed,17:20:24
TheCaptainKC,followed,17:20:24
FFMiamiPhins,followed,17:20:24
BigDannyC,followed,17:20:24
coe814,followed,17:20:24
TeamHateradeFF,followed,17:20:24
ConsensusDraft,followed,17:20:24
RotoRef,followed,17:20:24
djm524,follow_requested_private,17:20:24
RageAgainstPop_,skipped_blocked_by_sbs,17:20:24
trevorhanna,skipped_politics_first,17:20:24
weber3430,skipped_not_fantasy_sports,17:20:24
ChronicBestBall,skipped_paid_league_promoter,17:20:24
Russz7151,followed,17:51:31
jDubFantasy,followed,17:51:31
EVbetsNU,followed,17:51:31
draftbored,followed,17:51:31
DoggyDadFF,followed,17:51:31
tjconaty,followed,17:51:31
SidelineSage,followed,17:51:31
jordystweets,followed,17:51:31
dorsett_parody,followed,17:51:31
omardiaz562,followed,17:51:31
Receiver_Index,followed,17:51:31
YourOddsWizard,followed,17:51:31
SMouthBrawlers,followed,17:51:31
Fantasy_Broker,followed,17:51:31
Clive_Bixby9,skipped_offtopic_baseball,17:51:31
TamaCarr,skipped_offtopic_basketball,17:51:31
ZeroRBdad,followed,18:22:31
creCFO,followed,18:22:31
UDFantasyBets,followed,18:22:31
BellcowFF,followed,18:22:31
CryingJonesy,followed,18:22:31
Brevin_11,followed,18:22:31
BKS_Collections,followed,18:22:31
FireBallin33,followed,18:22:31
s_roy58560,followed,18:22:31
jjcrozier,followed,18:22:31
muffedai,followed,18:22:31
daily_dynastyff,followed,18:22:31
TuesdayAM_QBs,followed,18:22:31
PropagandaFF,followed,18:22:31
GeneOsborn10,followed,18:22:31
MaryGil98936431,skipped_likely_bot,18:22:31
